pid,age
273537,18
273565,18
273606,23
273660,
273709,
273739,
273837,21
273910,18
274061,
274062,19
274064,21
274065,22
274067,21
274068,
274069,22
274087,22
274088,
274090,23
274091,
274092,23
274097,21
274154,
274155,
274160,27
274161,21
274162,26
274184,21
274185,21
274188,23
274286,21
274383,29
274649,25
274696,27
274751,20
274979,21
275010,23
275016,40
275033,25
275128,17
275147,
275744,19
275748,
275813,22
275840,21
275954,
275955,21
275956,24
275957,
275958,31
276015,22
276036,25
276227,
276255,25
276256,
276257,23
276258,25
276259,27
276260,27
276261,23
276281,23
276283,25
276284,26
276285,
276286,25
276287,25
276288,
276289,24
276290,14
276291,25
276404,24
276405,22
276406,
276407,24
276408,24
276410,23
276412,24
276414,25
276416,22
276418,25
276421,25
276423,25
276447,22
276448,25
276449,25
276450,25
276451,21
276452,23
276453,
276454,22
276455,22
276456,24
276457,
276458,23
276523,25
276536,26
276644,
276661,22
276733,24
276736,
276752,24
276758,
277159,26
277160,22
277161,20
277162,25
277163,27
277164,26
277165,
277166,25
277195,28
277196,29
277197,24
277198,23
277199,25
277200,25
277201,
277202,24
277203,22
277204,24
277205,26
277206,
277207,
277208,24
277209,20
277255,25
277257,
277258,26
277259,
277260,23
277261,23
277262,23
277289,
277290,
277291,23
277292,24
277293,
277300,
277301,29
277302,23
277303,24
277336,
277487,
277603,20
277704,18
277708,19
278119,
278133,25
278134,21
278137,26
278227,22
278246,21
278308,23
278323,19
278363,22
278434,20
278436,21
278437,24
278468,
278493,17
278495,
278512,24
278665,
278693,20
278697,18
278729,22
278734,22
278763,
278769,19
278776,19
278782,20
278836,27
278875,23
278876,25
279111,26
279198,24
279279,22
279281,15
279334,19
279393,19
279492,18
279525,22
279540,
279551,29
279553,
279649,21
279873,22
279905,25
279939,24
279940,22
279944,22
279945,23
280046,24
280048,23
280182,
280197,36
280225,19
280266,21
280328,22
280368,19
280422,21
280494,19
280550,22
280645,19
280688,19
280696,19
280700,
280829,29
280988,23
281039,
281131,19
281313,
281314,
281315,29
281316,
281327,25
281340,22
281351,27
281413,
281458,28
281606,24
281725,
281755,
281849,19
281957,23
282093,17
282103,27
282457,29
282478,
282593,23
282674,23
282922,
282931,
282941,21
283024,21
283120,21
283134,19
283168,21
283244,27
283346,22
283498,18
283641,23
283747,
283765,22
283775,20
283776,20
283826,17
283831,27
283904,
283911,33
284263,
284327,19
284438,18
284439,21
284441,
284455,20
284456,21
284512,
284855,25
284895,26
284900,23
284926,
285023,19
285033,21
285196,23
285200,27
285232,24
285274,24
285287,22
285303,24
285444,23
285536,17
285862,20
285924,22
286123,24
286333,18
286347,21
286679,25
286764,24
286921,
286967,
286977,
287083,19
287226,26
287235,21
287236,20
287246,
287394,
287535,22
287606,
287844,28
287869,24
287873,
287874,22
287879,
287884,21
287919,29
287932,21
287976,
288022,23
288095,24
288148,24
288184,23
288190,22
288201,19
288205,19
288206,21
288207,19
288209,
288219,
288220,17
288222,
288300,17
288305,20
288306,17
288308,
288311,16
288312,
288318,
288380,
288381,
288384,19
288418,19
288448,
288461,
288470,
288552,18
288554,22
288555,19
288556,2
288560,19
288563,18
288564,16
288565,
288566,43
288569,
288578,18
288583,23
288603,20
288613,
288617,22
288632,25
288652,
288764,
288814,
289289,22
289314,24
289321,19
289782,22
289809,23
289926,24
289985,23
289995,26
290001,56
290122,16
290129,19
290192,24
290517,23
290524,
290577,20
290707,20
290830,
290908,
290915,25
290942,
290947,18
291045,24
291049,19
291050,21
291051,20
291053,20
291058,
291113,19
291133,27
291183,25
291184,
291185,27
291186,
291188,27
291198,24
291206,21
291244,25
291316,
291380,
291453,
291482,24
291502,16
291505,
291536,
291643,26
291788,33
291818,
291826,
291860,17
291950,24
292035,23
292037,
292092,16
292110,19
292123,19
292194,24
292215,26
292255,20
292277,23
292289,40
292293,
292311,21
292446,24
292464,21
292552,
292555,21
292580,
292610,26
292624,28
292708,24
292772,
292882,
292987,19
293372,21
293436,22
293447,
293486,21
293493,22
293877,18
293904,17
294013,17
294170,24
294200,
294229,24
294327,23
294448,
294466,
294479,22
294531,22
294553,
294554,22
294603,23
294606,22
294686,21
294697,20
294778,25
294985,
294991,18
295066,15
295083,18
295088,17
295097,23
295189,18
295192,18
295195,18
295249,24
295268,17
295303,
295409,20
295415,17
295469,19
295518,
295569,20
295573,
295630,21
295631,
295646,18
295725,20
295883,
295910,19
295944,
296026,
296221,21
296226,22
296287,18
296307,27
296459,20
296462,17
296464,23
296606,24
296728,19
296743,25
296769,26
296779,20
296781,20
296812,29
296845,
296893,
296911,
296922,27
297003,
297246,
297730,23
297792,21
297829,
297936,
298020,21
298070,
298092,26
298136,
298211,25
298623,43
298705,27
298731,19
298773,23
298788,23
298789,19
298795,
298832,
298838,26
298843,24
298874,24
298899,13
299093,20
299113,25
299272,22
299301,18
299316,22
299351,
299529,38
299698,26
299790,25
300023,20
300029,24
300032,18
300090,17
300091,18
300214,26
300216,
300234,
300266,23
300283,
300360,
300449,18
300727,20
300742,23
300750,20
300842,
301116,24
301132,23
301191,20
301196,
301197,22
301248,21
301253,20
301259,22
301261,20
301263,20
301292,20
301336,21
301390,
301430,
301435,16
301448,
301499,27
301530,39
301569,25
301582,22
301607,27
301692,17
301705,23
301821,22
301886,24
301902,
301932,20
301934,20
301962,21
302051,26
302066,21
302086,23
302114,24
302151,14
302231,21
302388,19
302413,
302419,
302474,23
302552,38
303020,21
303086,22
303185,20
303194,24
303278,19
303342,20
303428,21
303577,
303583,
303948,20
304081,
304163,25
304180,25
304224,
304279,
304335,17
304424,
304582,22
304735,23
304737,26
304797,19
304847,
304884,18
304923,18
305058,
305064,
305066,18
305067,18
305068,19
305069,22
305079,22
305081,22
305082,20
305083,18
305131,26
305143,21
305265,25
305371,21
305383,25
305392,25
305401,19
305403,20
305407,24
305473,25
305477,
305478,28
305749,24
305781,
305799,17
305882,23
305995,23
306058,17
306542,
306544,28
306556,31
306669,29
306676,21
306684,25
306703,
306708,25
306715,23
306764,
306821,22
306826,23
306851,
306922,20
307180,22
307228,
307512,25
307669,21
307707,
307805,
307955,
307993,24
308069,
308133,26
308382,25
308411,27
308435,
308443,17
308818,
308841,27
309074,18
309081,
309101,30
309102,24
309261,19
309289,18
309311,19
309482,20
309567,25
309587,24
309593,
309603,23
309649,22
309653,19
309664,19
309715,23
309722,26
309746,
309764,23
309768,25
309782,
309792,
309796,
309797,24
309800,28
309822,29
309885,20
309892,
309894,24
309925,
310081,24
310102,20
310114,21
310138,26
310169,22
310190,24
310192,20
310194,21
310215,23
310217,21
310219,25
310239,21
310248,
310251,28
310364,23
310380,18
310385,21
310387,24
310388,22
310389,19
310410,21
310448,22
310452,18
310502,23
310579,20
310593,24
310594,23
310737,
310789,
310941,22
310989,
311125,29
311175,22
311176,21
311184,23
311298,17
311322,27
311343,24
311575,21
311610,20
311658,24
311750,
311755,
311762,
311774,13
311790,22
311801,
311802,21
311807,19
311824,
311858,
311866,22
311870,22
311871,24
311902,19
311905,19
311926,24
311946,18
311988,17
312185,23
312191,30
312195,18
312196,20
312198,18
312223,23
312224,24
312254,19
312295,25
312348,
312350,19
312354,
312410,
312411,
312461,19
312462,19
312502,20
312509,
312585,19
312625,21
312799,17
312803,16
312828,23
312836,
312839,18
312845,18
312925,21
312927,22
312939,19
313007,
313093,17
313105,20
313258,
313378,15
313388,21
313432,23
313433,
313441,23
313522,19
313534,19
313574,
313614,
313615,18
313698,17
313968,19
314021,
314039,
314132,
314135,18
314137,17
314157,21
314162,19
314169,25
314186,21
314198,21
314200,
314267,
314269,18
314272,23
314364,
314389,20
314408,21
314444,19
314463,21
314494,22
314497,21
314557,23
314560,
314612,21
314648,
314691,17
314711,17
314823,16
314894,16
314904,29
314973,
315108,19
315382,
315634,23
315645,22
315903,21
315912,
315923,21
316153,23
316280,
316318,
316369,20
316375,
316391,22
316415,31
316461,20
316462,20
316542,
316544,
316545,
316565,20
316580,
316620,24
316628,18
316629,21
316631,24
316632,24
316638,21
316658,22
316661,
316702,20
316895,
316929,18
316936,25
316937,
316966,23
316981,
317007,
317029,
317034,
317036,18
317047,19
317061,20
317118,16
317229,
317246,20
317251,
317252,
317258,32
317276,19
317285,
317286,
317287,22
317311,25
317392,22
317461,18
317538,
317672,19
317688,23
317750,20
317751,18
317783,
317909,24
317944,
318031,
318209,23
318238,24
318269,
318366,20
318370,19
318512,25
318570,23
318619,21
318763,27
318826,37
318837,21
318840,25
318846,21
318874,28
318988,24
319025,21
319138,
319157,24
319159,24
319182,19
319355,26
319412,
319626,
319636,22
319677,18
319736,23
319740,
319766,19
319802,23
319872,21
319946,22
319947,
320345,21
320646,39
320671,20
320723,23
320932,24
320972,25
320994,31
321038,21
321050,21
321071,19
321181,21
321219,21
321220,21
321859,
321883,25
321922,28
321926,22
321958,23
321969,23
322104,23
322185,19
322320,25
322321,22
322398,25
322501,
322910,25
323214,22
323222,25
323233,23
323255,23
323258,25
323260,24
323263,
323265,
323311,
323323,36
323324,22
323328,29
323330,
323331,
323333,30
323335,25
323337,23
323387,
323395,23
323401,25
323402,25
323512,25
323515,
323516,30
323569,21
323594,23
323604,27
323611,
323759,22
323788,25
323814,
323816,22
323849,28
323850,28
323860,32
323862,25
323885,21
323888,23
323892,22
323915,
323927,23
324008,23
324027,
324041,24
324114,
324121,25
324123,23
324197,
324198,22
324200,22
324216,
324710,21
324805,24
324812,25
324885,24
324899,22
324917,21
324922,20
324986,35
325090,21
325091,
325119,
325204,
325492,20
325622,
325691,
325806,20
325896,
325965,23
325969,
326007,24
326047,20
326143,
326244,
326302,109
326348,23
326451,20
326452,20
326568,19
326615,35
326632,
326718,
326728,18
326789,25
327008,
327018,21
327019,23
327102,
327104,22
327106,23
327120,
327135,21
327139,22
327146,22
327171,23
327174,23
327178,24
327179,22
327181,22
327184,25
327186,23
327189,24
327196,22
327444,16
327450,
327454,17
327455,17
327464,19
327578,
327750,
327751,17
327754,18
327792,
327795,22
327851,20
327937,22
327966,22
328175,19
328190,23
328230,22
328234,23
328237,25
328238,20
328265,17
328287,25
328289,23
328290,22
328291,24
328325,20
328331,24
328368,20
328372,22
328379,24
328555,
328570,
328777,
328808,29
328825,25
328827,26
328857,26
328860,26
328896,20
328930,26
328931,
328964,
329012,
329038,
329084,22
329108,21
329116,22
329119,23
329137,
329142,24
329145,
329151,
329152,22
329187,24
329222,
329323,18
329346,16
329650,
329678,19
329707,20
329823,19
329922,25
329963,
330010,19
330060,26
330197,
330537,18
330633,18
330735,23
330983,23
331453,17
331508,23
331864,29
331871,32
331877,20
331962,23
332087,21
332127,20
332191,24
332223,26
332481,25
332559,21
332604,23
332610,23
332667,19
332697,24
332785,23
332847,22
332949,
333100,
333153,20
333159,24
333371,22
333395,26
333466,16
333666,19
333686,24
333857,25
333955,24
334157,23
334222,20
334244,
334339,
334421,18
334424,
334426,21
334455,
334461,21
334462,
334464,21
334466,24
334467,21
334470,18
334482,23
334483,19
334485,21
334487,24
334488,22
334511,
334512,22
334516,28
334857,21
334867,24
334922,18
335040,18
335042,
335186,19
335389,18
335426,20
335437,20
335440,16
335446,16
335460,27
335477,
335812,20
335858,23
335932,21
335935,18
335969,16
336024,17
336025,23
336027,20
336095,18
336096,
336098,
336217,20
336237,23
336286,
336315,25
336348,21
336394,37
336395,20
336402,21
336407,18
336411,21
336413,21
336459,
336472,22
336480,27
336481,23
336483,21
336508,26
336510,21
336523,22
336635,21
336805,
336812,23
336815,
336866,22
336867,18
336868,
336869,
336900,19
336903,19
336906,19
336908,22
336910,18
336918,
336974,
336975,21
336984,
337035,
337046,19
337114,17
337125,18
337132,22
337137,19
337138,17
337194,
337233,
337265,24
337309,
337310,
337312,23
337337,21
337415,18
337464,18
337480,
337518,19
337520,20
337523,20
337524,19
337525,20
337595,22
337642,23
337648,
337760,21
337777,27
337781,18
337858,24
337881,
337916,24
337983,23
337989,18
337992,18
337994,18
338005,19
338074,21
338116,18
338154,18
338165,15
338193,22
338195,
338196,
338241,22
338243,22
338292,22
338296,21
338337,22
338360,21
338626,18
338629,18
338647,27
338706,17
338766,18
338796,20
338827,22
338890,
338972,20
339145,24
339149,
339150,22
339151,25
339187,23
339270,21
339289,
339331,17
339333,21
339334,
339395,
339422,22
339466,
339480,20
339482,
339517,21
339555,19
339578,20
339871,23
339874,
339902,23
340021,21
340022,29
340084,
340085,24
340088,11
340092,
340185,
340236,20
340237,16
340239,18
340240,21
340241,19
340242,
340243,19
340244,18
340246,
340247,
340323,18
340329,32
340339,22
340343,18
340386,20
340388,19
340390,20
340393,16
340395,22
340429,
340432,21
340459,18
340461,
340669,
340680,24
340730,18
340797,20
340802,
340877,20
340924,34
340991,
340999,19
341026,
341092,21
341094,20
341124,23
341134,22
341170,24
341227,22
341230,
341269,
341291,27
341294,22
341389,24
341391,22
341392,20
341402,
341405,20
341435,24
341437,
341483,21
341520,22
341572,43
341574,
341576,
341577,
341578,
341637,
341638,
341690,18
341694,19
341696,
341700,19
341701,
341771,
341772,14
341773,
341774,19
341775,
341837,21
341838,22
341839,21
341841,
341842,21
341843,18
341941,
341942,
341943,
341944,16
342150,17
342157,
342165,13
342265,
342300,
342301,
342302,
342303,30
342304,18
342305,17
342306,22
342307,4
342308,16
342309,
342310,17
342471,
342521,21
342553,20
342705,19
342712,25
342731,19
342796,21
342857,
343029,23
343036,21
343116,31
343237,22
343281,
343297,20
343330,
343380,
343717,20
343942,24
343966,
344061,
344222,26
344340,23
344567,19
344609,20
345400,18
345432,23
345438,23
345462,20
345551,
345575,
345578,19
345587,24
345699,19
345701,21
345714,19
345716,22
345773,20
345777,20
345837,
345852,40
345855,20
345856,21
345949,23
345976,
346114,23
346186,22
346251,18
346284,28
346314,19
346326,25
346389,
346408,
346443,19
346449,28
346452,
346459,19
346527,
346646,24
346720,21
346873,23
346877,
346940,24
347036,23
347227,
347231,25
347333,23
347444,20
347500,19
347655,23
347668,27
347770,
348223,22
348241,
348296,27
348391,22
348543,17
349013,17
349123,
349219,27
349221,25
349274,22
349293,23
349352,23
349368,21
349384,22
349387,25
349552,22
349594,19
349605,
349646,18
349678,
349719,18
349825,
349843,
349847,27
349854,
349995,20
350102,23
350119,17
350158,18
350176,19
350193,19
350264,
350317,22
350329,18
350348,
350375,21
350406,
350440,
350476,18
350477,
350481,17
350483,21
350484,
350498,19
350499,19
350500,17
350503,22
350504,
350505,17
350506,
350513,20
350514,
350539,17
350568,21
350655,29
350689,18
350714,24
350740,17
350778,22
350802,21
350803,23
350867,
350953,18
350954,
351100,22
351101,
351102,21
351134,22
351220,22
351376,24
351434,24
351536,
351650,18
351774,21
351870,20
351931,27
351980,19
352441,26
352526,21
352552,25
352629,27
352631,
352664,30
352736,
352817,
352897,
352904,18
353000,24
353021,26
353197,25
353487,
353578,17
353706,23
353717,23
353743,
353750,25
353773,23
353780,21
353795,25
353820,23
354121,20
354142,26
354200,
354201,10
354294,26
354356,23
354359,
354382,22
354550,
354708,
354798,15
354804,
354805,20
354893,22
354929,23
355360,21
355384,
355420,24
355568,
355772,38
355777,
355867,17
355891,20
356043,26
356083,20
356103,18
356183,24
356219,26
356465,22
356477,23
356582,31
356608,23
356693,22
356731,
356771,22
356830,
356862,20
356864,27
356926,25
356928,21
356929,20
356930,23
356978,20
356982,26
356987,18
357110,
357214,20
357215,19
357302,21
357356,
357372,20
357384,18
357387,22
357414,
357466,26
357492,24
357591,19
357603,20
357609,23
357611,18
357612,19
357817,20
357906,24
357922,
357932,23
358059,21
358139,21
358195,
358228,
358237,
358288,19
358293,25
358330,21
358346,
358446,
358452,
358535,26
358566,18
358568,
358578,21
358602,
358623,24
358729,21
358952,32
359134,19
359145,20
359151,
359233,20
359358,17
359407,
359434,20
359509,
359605,20
359639,25
359880,26
359934,22
360229,20
360286,25
360329,
360503,26
360506,26
360752,
360816,25
360954,24
360991,19
361004,17
361035,21
361037,22
361039,21
361041,21
361134,
361146,21
361207,23
361373,23
361465,25
361554,
361598,19
361653,19
361766,19
361814,22
361815,21
361816,21
362068,24
362185,
362341,22
362408,28
362410,
362413,23
362558,22
362581,
362641,23
362661,19
362695,21
362749,
362762,24
362863,
362867,23
363004,22
363165,26
363225,22
363254,24
363360,30
363689,
363835,26
364123,24
364162,19
364208,19
364245,22
364249,23
364275,
364280,22
364282,
364354,28
364441,20
364516,
364517,22
364519,19
364561,20
364584,23
364610,20
364648,24
364649,45
364651,22
364660,24
364669,36
364721,20
364771,
364784,20
364791,23
364813,22
364824,23
365113,27
365142,27
365333,20
365470,23
365506,26
365554,21
365575,21
365587,
365693,18
365720,20
365803,20
365890,17
365928,
365964,
366072,26
366230,23
366240,23
366364,26
366679,23
366698,26
366773,16
366851,
367033,18
367246,23
367678,21
367752,23
367912,19
368147,28
368221,26
368230,19
368511,19
368589,19
368623,23
368659,24
368665,
368680,22
368737,19
368794,
368944,21
369158,22
369160,22
369205,21
369347,20
369395,19
369559,26
369622,15
369664,
370120,19
370133,23
370415,21
370569,26
370604,
371051,
371185,26
371190,
371217,26
371234,21
371265,20
371402,
371434,24
371461,23
371500,
371539,
371890,21
371894,27
371939,
372037,28
372071,
372073,
372075,
372077,22
372080,22
372081,24
372113,22
372114,22
372236,21
372237,20
372273,21
372275,
372647,
372749,
372834,22
373116,24
373129,21
373147,23
373197,
373305,24
373331,25
373353,24
373355,
373416,24
373506,
373509,25
373568,24
373731,
373795,25
373879,17
374281,18
374337,
374371,20
374566,24
374807,26
375046,18
375612,21
375916,23
376051,22
376162,22
376187,19
376352,22
376367,24
376424,29
376604,18
376709,35
376797,
377165,18
377511,22
377611,
377657,23
377669,34
378076,31
378080,23
378120,25
378246,
378340,
378618,25
378653,28
378673,21
378713,30
378832,26
378839,23
379045,25
379084,
379176,
379195,
379199,20
379305,28
379332,21
379494,25
379548,
379604,
379605,24
379628,25
379637,25
379641,23
379642,24
379644,25
379680,51
379682,27
379683,23
379684,24
379685,23
379696,23
379698,24
379699,24
379700,24
379701,24
379709,
379775,23
379808,31
379811,27
379839,22
379891,18
379919,
379938,25
379958,
380010,30
380105,
380191,23
380249,22
380316,31
380388,20
380535,
380584,19
380615,21
380630,22
380653,
380654,44
380655,32
380656,25
380670,
380671,
380679,21
380731,20
380866,
380868,25
380876,
380877,
380901,21
380943,
380981,
381008,20
381047,20
381293,28
381318,
381356,14
381403,30
381427,24
381639,18
381684,20
381965,27
382119,32
382218,24
382264,
382310,24
382389,22
382391,19
382489,
382633,18
382692,17
382765,22
382778,33
382858,22
382931,19
382967,23
383110,17
383282,
383293,25
383375,
383478,
383599,22
383611,17
383632,
383678,20
383796,24
383963,23
384120,22
384166,26
384313,20
384485,28
384548,22
384724,18
384753,22
384846,17
385047,
385059,25
385060,28
385119,
385317,
385361,26
385393,
385394,25
385435,26
385468,22
385493,18
385622,25
385646,
385826,28
385841,20
385964,23
386105,22
386220,21
386258,23
386521,24
386525,
386573,19
386578,24
386581,
387244,21
387280,21
387309,19
387353,23
387359,23
387361,17
387362,19
387381,17
387402,
387405,18
387430,18
387489,42
387583,18
387618,20
387915,34
387924,25
387925,17
387939,
387987,20
388002,
388004,18
388008,
388010,18
388014,19
388027,16
388312,18
388382,
388555,
388767,18
388859,19
389085,
389089,18
389136,24
389204,
389231,18
389479,24
389538,
389594,17
389646,
389712,
389739,21
389774,20
389779,22
389911,22
389938,21
390627,22
390677,24
390842,17
390873,18
391153,19
391192,20
391193,26
391194,23
391195,
391198,20
391201,23
391230,
391231,26
391232,24
391233,21
391234,23
391235,24
391236,25
391237,
391238,23
391263,24
391264,24
391265,21
391270,23
391271,24
391272,
391273,24
391274,21
391323,31
391328,21
391469,17
391610,21
391652,25
391696,17
391725,21
392093,16
392116,
392156,19
392160,
392213,17
392303,21
392319,30
392336,15
392341,25
392668,23
392970,23
393030,
393252,22
393427,21
393649,23
393693,21
393726,19
393729,19
393771,20
393794,21
394209,23
394221,17
394224,20
394228,15
394362,21
394457,26
394504,
394510,18
394518,27
394520,27
394622,26
394781,21
394789,
394790,22
394822,
394868,21
394873,18
394883,20
394891,
394892,19
394900,29
394982,20
395030,21
395033,24
395034,21
395037,23
395114,24
395118,23
395172,20
395173,20
395175,25
395220,24
395228,
395231,21
395238,19
395242,
395255,
395258,23
395259,24
395260,24
395262,27
395266,24
395280,24
395299,21
395302,23
395303,24
395324,18
395402,24
395423,16
395520,19
395551,22
395553,26
395556,
395572,20
395574,
395589,25
395591,26
395592,27
395593,24
395632,23
395633,24
395639,21
395658,26
395672,22
395673,21
395674,28
395676,26
395741,20
395762,
395785,21
395786,19
395791,22
395840,
395842,18
396278,18
396307,
396473,
396564,18
396756,20
396913,
397184,18
397202,22
397399,23
397443,
397450,19
397500,
397504,23
397635,
397798,
397900,
398005,20
398314,20
398435,20
398595,25
398615,33
398634,18
398729,21
398747,20
398750,19
398826,18
398828,17
398843,21
398927,
398948,25
399181,
399240,
399356,
399455,24
399513,19
399663,24
399664,21
399709,27
400040,20
400145,23
400239,27
400270,19
400284,34
400342,
400350,25
400365,19
400531,22
400661,
400697,17
400698,
401218,20
401231,20
401232,
401233,
401292,
401825,26
401852,
401854,26
401914,
401930,20
401931,
401932,27
401986,25
402017,23
402019,
402024,24
402095,23
402137,
402177,21
402179,23
402181,22
402182,24
402183,25
402187,
402268,
402270,23
402271,
402342,23
402346,21
402347,23
402353,23
402473,22
402487,31
402488,23
402547,27
402549,
402588,
402603,
402645,26
402734,19
402884,17
403002,
403108,25
403257,
403317,21
403709,
403755,21
404060,25
404102,
404247,34
404264,20
404296,20
404333,20
404340,18
404341,
404344,16
404349,14
404472,19
404704,24
404949,
404952,23
404994,23
405001,
405101,21
405231,24
405267,
405425,83
405643,
405653,17
405692,17
405696,19
405718,
405719,18
405723,19
405750,17
405755,18
405782,28
405785,26
405789,27
405799,17
405802,
405804,17
405824,
405831,28
405835,32
405836,
405846,18
405850,
405868,30
405875,19
405883,
405885,20
405929,24
405962,26
406073,24
406125,23
406126,20
406127,
406183,23
406219,20
406230,
406298,22
406313,25
406318,26
406331,24
406368,21
406458,23
406520,
406574,19
406645,19
406681,
406687,20
406731,26
406768,22
406819,24
407059,30
407079,28
407086,22
407121,16
407124,25
407131,29
407132,
407136,28
407141,22
407157,27
407161,27
407187,
407276,23
407315,20
407319,27
407330,21
407332,21
407333,24
407401,18
407410,29
407639,17
407689,24
407696,31
407698,27
407699,28
407702,28
407703,32
407713,
407736,21
407790,24
407838,
407933,
408065,
408268,21
408443,20
408445,
408630,20
408637,22
408748,19
408756,27
408785,23
408801,22
408821,24
408964,31
409007,23
409098,23
409133,26
409202,23
409263,
409270,20
409345,23
409348,22
409349,
409379,22
409382,23
409383,23
409409,24
409436,24
409501,25
409657,27
409738,21
409836,
409914,
409963,23
409998,24
410090,24
410129,22
410260,21
410293,20
410313,21
410379,22
410383,21
410458,25
410566,22
410614,22
410727,22
410796,20
410852,18
410882,27
410931,22
410932,21
411003,
411029,
411142,20
411146,
411202,18
411270,17
411370,23
411396,
411401,
411443,23
411500,20
411503,23
411507,24
411534,19
411569,23
411620,
411644,20
411785,19
411841,19
411944,22
411946,24
411950,17
412004,
412096,
412124,20
412126,20
412128,
412149,
412225,32
412398,33
412472,23
412501,18
412726,
412935,18
412945,15
412995,
413012,
413043,21
413067,
413088,
413164,
413349,
413414,18
413544,
413547,
413631,18
413632,18
413700,
413820,22
413850,
413885,34
413886,21
413889,21
413970,
413972,19
413976,20
413978,25
414104,19
414107,25
414118,19
414276,17
414328,19
414395,
414651,24
414697,22
414890,23
414974,24
415205,16
415207,
415241,19
415302,20
415303,
415304,18
415308,20
415310,
415311,19
415397,20
415496,
415513,27
415523,
415594,21
415721,26
415725,27
415732,24
415893,21
415902,20
415943,26
415950,24
415973,22
416137,23
416201,21
416237,22
416313,
416354,23
416357,22
416426,21
416429,22
416506,
416645,
416708,18
416712,
416714,19
416897,19
416925,22
416927,22
416950,18
416989,26
417012,18
417016,30
417022,28
417027,21
417032,27
417046,23
417102,18
417123,23
417184,25
417406,21
417665,29
417807,19
417809,22
417916,27
418006,21
418157,
418166,18
418234,19
418255,28
418257,
418258,21
418290,21
418343,20
418371,20
418372,19
418374,20
418479,20
418592,24
418675,20
418678,
418744,19
418842,22
418915,23
419011,20
419046,24
419049,22
419107,22
419136,26
419145,26
419181,
419183,25
419186,22
419243,21
419248,22
419251,21
419301,23
419352,20
419353,22
419401,
419446,
419557,19
419571,26
419712,
419717,21
419732,21
419737,27
419753,
419806,19
419891,23
419917,
420061,19
420068,26
420119,22
420145,17
420166,
420174,16
420175,17
420265,19
420269,22
420343,21
420345,20
420352,18
420362,25
420441,19
420444,17
420463,23
420501,24
420588,21
420731,19
420732,21
420754,
420763,
420860,19
420865,21
420887,22
420888,27
420889,19
420919,
420924,22
420928,
421073,22
421123,17
421124,17
421127,
421186,
421215,
421259,21
421264,21
421285,22
421304,25
421355,23
421383,24
421415,23
421552,22
421577,
421888,
421890,27
421923,19
421925,24
421928,
421993,22
421994,22
422041,
422043,25
422045,22
422072,21
422109,24
422264,22
422307,23
422363,21
422369,23
422387,20
422555,21
422568,22
422601,28
422629,24
422658,20
422805,38
422841,24
422858,24
422860,24
422875,22
422877,20
422908,23
422918,
422973,
422995,
423000,17
423001,22
423011,23
423027,
423039,
423040,
423041,17
423062,
423064,22
423068,
423079,
423088,20
423099,30
423104,22
423105,
423127,32
423136,
423165,21
423459,24
423465,17
423494,22
423570,
423599,20
423614,
423646,16
423895,
423960,
424599,
424618,19
424623,25
424677,22
424700,23
424796,21
424835,24
424848,
424851,22
424927,24
425074,
425194,34
425323,19
425441,18
425535,19
425600,
425690,26
425700,
425702,20
425703,24
425908,23
425946,20
426077,21
426124,19
426141,32
426205,18
426242,17
426284,17
426290,21
426292,30
426329,
426332,
426333,17
426335,25
426337,22
426358,23
426371,17
426374,18
426375,
426397,
426399,22
426420,17
426456,20
426457,20
426467,
426492,24
426497,24
426500,26
426581,19
426586,18
426588,19
426589,19
426685,
426720,
426721,17
426820,
426832,22
426850,22
426902,21
426904,21
426923,
427200,
427324,36
427532,
427552,21
427554,23
427622,19
427657,23
427768,17
427828,
427840,19
427887,17
427890,18
427910,20
427945,
427956,21
427971,20
428005,24
428046,26
428060,
428079,27
428080,22
428107,26
428131,23
428140,
428148,18
428160,
428167,17
428175,
428222,
428223,
428244,21
428271,29
428273,21
428310,20
428316,
428319,
428320,
428324,
428325,
428326,
428329,
428344,21
428347,19
428348,21
428349,
428357,16
428362,16
428366,
428386,19
428393,17
428395,
428398,
428568,19
428610,
428624,
428627,20
428631,18
428647,17
428650,
428663,19
428689,17
428709,23
428715,15
428729,21
428770,20
428829,
428831,23
428832,19
428876,23
428878,19
428920,20
428933,22
428966,19
428970,18
429080,25
429151,
429162,
429167,
429169,21
429171,20
429172,
429183,21
429368,22
429400,30
429414,13
429430,21
429431,17
429442,25
429525,20
429537,21
429572,18
429573,17
429575,
429581,21
429582,18
429590,19
429591,19
429625,18
429629,19
429634,17
429654,18
429656,18
429663,
429722,18
429724,18
429735,21
429777,
429793,22
429794,
429798,
429998,26
430069,20
430123,
430127,21
430141,21
430143,20
430178,
430199,19
430252,21
430257,
430292,18
430294,19
430311,19
430312,22
430313,
430327,14
430328,
430329,
430365,19
430366,19
430367,21
430378,20
430400,18
430403,20
430407,
430408,
430409,
430410,44
430460,19
430461,21
430462,21
430509,18
430510,18
430511,18
430512,18
430540,20
430541,17
430583,23
430591,18
430593,
430594,26
430595,19
430596,19
430597,18
430626,
430690,20
430696,
430729,22
430765,38
430766,
430767,19
430768,19
430779,20
430796,21
430806,
430839,
430840,21
430843,
430847,18
430848,
430849,
431040,
431157,20
431181,21
431214,21
431215,19
431216,
431218,
431294,20
431312,21
431316,19
431332,18
431346,
431347,19
431348,21
431349,20
431370,
431430,
431499,23
